0,1,2
646.0,11.0,3.5
205.0,84.0,3.5
626.0,1384.0,0.5
50.0,5.0,4.0
356.0,2.0,0.5
32.0,206.0,3.0
1475.0,1.0,2.5
950.0,216.0,1.5
727.0,256.0,3.0
446.0,241.0,3.5
411.0,249.0,3.5
691.0,245.0,3.5
1360.0,13.0,3.5
1438.0,9.0,2.5
435.0,236.0,4.0
888.0,12.0,1.0
1302.0,239.0,2.5
695.0,220.0,3.0
870.0,211.0,3.0
1158.0,257.0,3.0
674.0,121.0,4.0
1230.0,215.0,1.5
1335.0,243.0,2.5
125.0,216.0,4.0
160.0,5.0,3.0
847.0,257.0,2.5
1467.0,220.0,3.5
1352.0,220.0,3.0
973.0,7.0,4.0
1457.0,247.0,3.0
1498.0,236.0,3.0
670.0,1435.0,2.5
1267.0,13.0,1.5
168.0,210.0,4.0
658.0,216.0,3.0
249.0,235.0,1.0
312.0,1054.0,0.5
629.0,10.0,3.0
401.0,241.0,3.0
1499.0,246.0,3.0
878.0,205.0,3.0
561.0,9.0,3.5
1173.0,214.0,2.0
695.0,1.0,3.0
156.0,210.0,3.5
1236.0,239.0,3.0
1307.0,207.0,3.0
1301.0,213.0,2.5
1287.0,336.0,4.0
1496.0,13.0,3.5
205.0,219.0,4.0
962.0,205.0,2.0
1014.0,341.0,4.0
71.0,6.0,3.5
1385.0,234.0,4.0
1300.0,5.0,3.0
1238.0,239.0,4.0
764.0,594.0,3.0
1235.0,2.0,3.5
306.0,10.0,1.5
1034.0,1415.0,1.0
673.0,255.0,2.0
606.0,6.0,0.5
1122.0,1.0,3.5
1418.0,307.0,4.0
433.0,278.0,2.0
478.0,1034.0,3.5
1142.0,212.0,2.5
597.0,7.0,2.5
1396.0,249.0,1.0
1130.0,248.0,2.5
25.0,7.0,3.5
53.0,8.0,3.0
70.0,2.0,3.5
85.0,11.0,4.0
1155.0,11.0,3.0
53.0,216.0,4.0
79.0,399.0,4.0
662.0,4.0,4.0
969.0,574.0,2.5
1146.0,12.0,2.5
457.0,241.0,2.5
693.0,241.0,3.0
1115.0,205.0,4.0
693.0,13.0,3.0
206.0,12.0,2.5
750.0,5.0,1.0
1158.0,10.0,4.0
79.0,406.0,3.0
918.0,696.0,4.0
787.0,2.0,2.5
614.0,17.0,3.5
1169.0,236.0,4.0
1249.0,17.0,3.0
706.0,2.0,3.5
591.0,585.0,2.0
869.0,2.0,3.5
381.0,245.0,3.0
274.0,252.0,4.0
1508.0,7.0,1.0
761.0,8.0,3.0
813.0,215.0,4.0
1417.0,235.0,3.0
169.0,241.0,2.5
657.0,8.0,3.0
909.0,215.0,3.5
1444.0,241.0,1.5
65.0,348.0,4.0
1210.0,255.0,2.5
1003.0,236.0,2.0
1087.0,233.0,3.0
286.0,5.0,4.0
485.0,246.0,4.0
178.0,257.0,2.5
88.0,7.0,3.0
3.0,51.0,0.5
1375.0,244.0,3.5
1425.0,4.0,3.0
3.0,195.0,1.5
197.0,236.0,3.0
1153.0,1198.0,4.0
212.0,213.0,4.0
1193.0,235.0,3.5
31.0,2.0,2.5
1457.0,234.0,3.0
506.0,13.0,4.0
1388.0,252.0,1.0
890.0,207.0,3.5
780.0,11.0,4.0
990.0,1768.0,4.0
1187.0,534.0,3.5
1288.0,6.0,2.5
1173.0,1831.0,4.0
505.0,210.0,3.0
1476.0,6.0,4.0
1494.0,3.0,4.0
506.0,251.0,3.5
190.0,254.0,2.5
675.0,215.0,4.0
459.0,220.0,3.0
120.0,17.0,3.0
1055.0,17.0,3.0
950.0,239.0,4.0
982.0,206.0,2.5
187.0,84.0,3.5
631.0,214.0,4.0
588.0,1370.0,3.0
1407.0,1532.0,3.5
193.0,216.0,4.0
280.0,13.0,2.5
1286.0,216.0,4.0
875.0,212.0,3.0
1424.0,256.0,3.5
231.0,340.0,4.0
900.0,253.0,2.0
537.0,13.0,4.0
846.0,219.0,3.0
1165.0,7.0,3.5
428.0,217.0,4.0
121.0,235.0,3.5
1251.0,1.0,3.0
120.0,13.0,3.5
1444.0,233.0,1.5
467.0,252.0,2.5
459.0,210.0,2.5
317.0,2.0,3.0
1225.0,17.0,2.5
1225.0,255.0,2.5
1085.0,2.0,3.0
1238.0,257.0,3.0
1444.0,877.0,3.5
308.0,1075.0,3.5
530.0,11.0,4.0
761.0,10.0,2.5
671.0,8.0,4.0
465.0,17.0,3.5
1199.0,17.0,3.0
848.0,343.0,4.0
573.0,1.0,3.0
1502.0,239.0,2.5
1333.0,2011.0,1.5
1317.0,217.0,3.0
847.0,1621.0,4.0
323.0,657.0,4.0
842.0,675.0,4.0
64.0,210.0,2.5
1024.0,256.0,3.5
1060.0,1221.0,4.0
1143.0,5.0,3.5
808.0,212.0,3.5
544.0,12.0,3.5
1153.0,388.0,4.0
1471.0,342.0,4.0
159.0,675.0,4.0
83.0,17.0,2.5
161.0,521.0,3.5
566.0,214.0,3.0
615.0,17.0,3.0
1448.0,207.0,3.0
1284.0,84.0,3.5
829.0,1397.0,1.0
162.0,431.0,4.0
161.0,760.0,3.0
879.0,244.0,0.5
240.0,1.0,4.0
1034.0,1808.0,3.0
1505.0,236.0,4.0
52.0,11.0,4.0
187.0,2.0,2.5
1310.0,241.0,2.5
536.0,211.0,2.0
839.0,805.0,4.0
769.0,92.0,2.5
362.0,213.0,4.0
16.0,235.0,3.5
420.0,253.0,3.0
178.0,236.0,2.0
1478.0,13.0,2.0
160.0,251.0,3.5
672.0,211.0,4.0
1092.0,255.0,3.5
888.0,255.0,3.5
735.0,832.0,1.5
37.0,233.0,4.0
1038.0,216.0,4.0
77.0,11.0,2.5
471.0,217.0,2.0
323.0,1.0,3.0
1006.0,250.0,3.0
781.0,12.0,3.0
1060.0,10.0,2.0
323.0,400.0,4.0
1057.0,11.0,4.0
424.0,84.0,4.0
1342.0,239.0,4.0
953.0,236.0,2.0
825.0,719.0,2.5
239.0,1.0,2.0
1439.0,253.0,2.5
144.0,658.0,4.0
539.0,235.0,2.5
1162.0,13.0,3.5
528.0,2.0,4.0
1333.0,763.0,0.5
1241.0,235.0,3.5
541.0,6.0,3.0
346.0,3.0,4.0
317.0,565.0,3.0
1414.0,250.0,2.5
598.0,1.0,4.0
420.0,257.0,2.5
1039.0,41.0,2.5
815.0,241.0,0.5
640.0,1405.0,3.0
566.0,243.0,3.5
86.0,5.0,4.0
160.0,17.0,4.0
831.0,977.0,4.0
547.0,4.0,4.0
587.0,239.0,4.0
98.0,512.0,4.0
702.0,1450.0,3.0
600.0,13.0,4.0
559.0,252.0,1.5
34.0,216.0,3.0
758.0,8.0,3.0
735.0,236.0,3.0
1297.0,207.0,2.5
1206.0,215.0,3.5
764.0,284.0,4.0
492.0,2.0,3.0
1120.0,215.0,4.0
548.0,11.0,2.0
944.0,213.0,4.0
1111.0,1075.0,3.0
485.0,245.0,3.5
620.0,207.0,3.5
83.0,243.0,1.5
1222.0,212.0,4.0
1109.0,233.0,3.0
309.0,8.0,2.5
171.0,246.0,4.0
724.0,10.0,4.0
861.0,336.0,4.0
146.0,9.0,3.5
129.0,213.0,3.5
1505.0,847.0,4.0
541.0,1344.0,3.0
466.0,17.0,4.0
1141.0,12.0,3.0
747.0,233.0,4.0
570.0,255.0,3.5
898.0,1003.0,1.0
777.0,215.0,2.0
909.0,216.0,3.5
1198.0,211.0,2.0
587.0,7.0,3.0
177.0,235.0,2.0
1246.0,245.0,1.5
1198.0,215.0,2.5
116.0,8.0,3.0
453.0,235.0,1.0
1006.0,246.0,3.0
918.0,252.0,3.0
1003.0,234.0,2.0
292.0,3.0,4.0
578.0,410.0,3.5
1153.0,847.0,4.0
1018.0,1261.0,3.0
307.0,252.0,0.5
172.0,214.0,4.0
864.0,257.0,1.5
1146.0,234.0,1.5
1199.0,91.0,4.0
915.0,207.0,3.0
370.0,3.0,3.5
949.0,212.0,2.0
991.0,212.0,4.0
1230.0,7.0,4.0
451.0,256.0,2.0
121.0,218.0,4.0
592.0,4.0,3.5
281.0,239.0,4.0
308.0,1106.0,2.5
79.0,518.0,0.5
667.0,255.0,0.5
281.0,215.0,3.5
328.0,234.0,2.0
172.0,244.0,4.0
653.0,215.0,4.0
795.0,241.0,3.5
1254.0,243.0,1.5
615.0,1.0,3.0
1357.0,696.0,4.0
271.0,251.0,4.0
826.0,217.0,4.0
120.0,250.0,4.0
1462.0,12.0,2.5
1454.0,249.0,2.0
1010.0,215.0,3.0
235.0,245.0,3.5
231.0,215.0,4.0
129.0,17.0,3.0
1235.0,213.0,3.5
452.0,1123.0,4.0
948.0,12.0,1.5
289.0,8.0,2.5
613.0,84.0,3.5
340.0,11.0,4.0
860.0,215.0,3.0
1202.0,1.0,3.0
1060.0,879.0,2.5
206.0,234.0,3.0
374.0,244.0,0.5
1048.0,213.0,1.0
825.0,295.0,3.5
647.0,206.0,2.5
346.0,8.0,4.0
420.0,10.0,2.0
1074.0,213.0,3.0
274.0,17.0,4.0
1444.0,211.0,3.5
670.0,392.0,3.0
459.0,215.0,2.5
1249.0,125.0,0.5
367.0,7.0,3.0
848.0,11.0,4.0
380.0,216.0,4.0
161.0,220.0,4.0
1363.0,9.0,4.0
1257.0,13.0,3.5
670.0,1155.0,3.5
888.0,216.0,3.0
639.0,10.0,3.5
1483.0,4.0,2.5
981.0,13.0,3.0
878.0,216.0,3.5
160.0,213.0,4.0
830.0,811.0,4.0
762.0,219.0,3.5
1475.0,5.0,2.0
764.0,941.0,1.0
1295.0,8.0,1.5
1068.0,11.0,3.5
900.0,256.0,2.0
615.0,212.0,3.0
235.0,253.0,1.5
665.0,1.0,3.0
55.0,215.0,4.0
766.0,8.0,2.5
408.0,13.0,3.0
1139.0,247.0,2.0
1467.0,234.0,2.0
147.0,3.0,2.0
292.0,7.0,3.5
987.0,2.0,3.0
825.0,1559.0,4.0
1104.0,637.0,4.0
125.0,207.0,3.0
548.0,7.0,4.0
495.0,121.0,3.0
998.0,1780.0,4.0
614.0,318.0,4.0
1235.0,121.0,3.0
3.0,179.0,2.5
810.0,8.0,1.0
930.0,248.0,1.5
1165.0,207.0,2.5
335.0,216.0,3.5
165.0,790.0,4.0
1352.0,3.0,4.0
675.0,206.0,3.5
514.0,2.0,3.0
163.0,250.0,4.0
969.0,1759.0,2.5
600.0,11.0,4.0
1328.0,1340.0,4.0
1366.0,250.0,4.0
696.0,219.0,2.5
984.0,255.0,3.5
425.0,250.0,2.5
424.0,219.0,4.0
670.0,1072.0,3.0
73.0,2.0,3.5
428.0,9.0,4.0
1483.0,241.0,2.0
1249.0,377.0,3.0
362.0,217.0,4.0
670.0,1135.0,2.5
969.0,1755.0,2.5
156.0,245.0,1.5
1259.0,257.0,3.0
311.0,210.0,2.5
1046.0,2.0,3.5
1249.0,1968.0,2.5
1045.0,213.0,2.5
1420.0,207.0,2.5
319.0,11.0,3.5
360.0,12.0,3.5
441.0,214.0,3.0
831.0,486.0,4.0
900.0,213.0,2.0
1022.0,7.0,4.0
189.0,17.0,2.5
1507.0,254.0,3.0
173.0,5.0,4.0
1013.0,3.0,3.5
278.0,1019.0,3.5
533.0,241.0,3.0
918.0,244.0,3.0
1501.0,210.0,3.5
891.0,805.0,3.5
1244.0,1060.0,0.5
704.0,17.0,1.5
424.0,257.0,0.5
206.0,210.0,3.5
1138.0,10.0,3.0
673.0,256.0,2.5
991.0,253.0,2.5
64.0,206.0,4.0
988.0,233.0,2.0
671.0,12.0,4.0
1333.0,254.0,4.0
441.0,255.0,3.5
867.0,219.0,2.5
1159.0,210.0,3.5
946.0,5.0,3.5
735.0,7.0,4.0
1028.0,7.0,3.0
1483.0,246.0,2.5
879.0,3.0,4.0
161.0,726.0,3.5
1258.0,211.0,4.0
1081.0,248.0,3.5
1076.0,10.0,3.5
1327.0,7.0,2.5
367.0,254.0,3.0
571.0,248.0,3.5
126.0,245.0,3.5
670.0,4.0,4.0
918.0,215.0,4.0
1286.0,8.0,2.0
171.0,253.0,4.0
3.0,155.0,4.0
308.0,1077.0,4.0
874.0,2.0,2.5
38.0,245.0,1.0
1226.0,5.0,3.0
276.0,249.0,4.0
1466.0,1081.0,0.5
530.0,236.0,4.0
1109.0,12.0,1.5
1366.0,234.0,4.0
286.0,254.0,3.0
243.0,236.0,3.5
896.0,234.0,4.0
1439.0,249.0,3.5
673.0,252.0,2.0
1272.0,400.0,4.0
650.0,1.0,3.0
1096.0,254.0,2.5
509.0,1312.0,1.5
871.0,4.0,3.5
1226.0,255.0,3.0
613.0,7.0,4.0
1173.0,206.0,4.0
509.0,1322.0,4.0
902.0,235.0,2.5
348.0,236.0,3.0
585.0,3.0,1.0
1493.0,1729.0,0.5
312.0,217.0,3.0
623.0,205.0,4.0
1451.0,210.0,3.0
364.0,1118.0,4.0
509.0,937.0,3.5
958.0,250.0,1.0
771.0,1534.0,2.5
1388.0,247.0,0.5
510.0,347.0,3.0
1153.0,456.0,4.0
588.0,671.0,4.0
258.0,210.0,0.5
146.0,216.0,3.0
1258.0,212.0,3.0
272.0,944.0,1.5
906.0,11.0,3.0
1502.0,216.0,3.5
790.0,217.0,1.5
674.0,249.0,3.5
874.0,9.0,3.5
451.0,220.0,2.5
1363.0,241.0,2.5
1217.0,207.0,2.5
852.0,9.0,2.5
188.0,73.0,2.5
1420.0,220.0,3.5
1197.0,8.0,3.0
561.0,4.0,2.0
1072.0,257.0,1.0
732.0,121.0,3.0
764.0,2.0,3.0
1486.0,253.0,3.0
677.0,9.0,4.0
506.0,252.0,3.0
406.0,8.0,4.0
1271.0,217.0,2.5
50.0,239.0,3.5
452.0,7.0,3.0
494.0,5.0,4.0
1013.0,207.0,3.5
842.0,207.0,1.0
151.0,13.0,3.5
539.0,253.0,2.5
1104.0,1845.0,3.0
308.0,611.0,1.0
838.0,299.0,2.5
367.0,210.0,3.0
1238.0,216.0,4.0
138.0,217.0,2.5
1225.0,235.0,1.0
608.0,215.0,3.0
1188.0,256.0,2.5
638.0,719.0,2.0
56.0,2.0,1.0
614.0,84.0,2.5
672.0,210.0,3.5
68.0,11.0,4.0
555.0,1.0,3.0
535.0,257.0,0.5
439.0,250.0,3.5
396.0,12.0,2.5
98.0,318.0,4.0
41.0,10.0,2.0
153.0,638.0,4.0
909.0,9.0,3.0
695.0,3.0,3.0
760.0,215.0,3.0
488.0,253.0,4.0
424.0,207.0,0.5
861.0,308.0,4.0
366.0,207.0,2.5
658.0,244.0,3.0
601.0,4.0,4.0
761.0,253.0,3.0
1038.0,234.0,3.5
1015.0,1.0,3.0
319.0,213.0,2.0
927.0,213.0,3.5
1004.0,236.0,3.5
921.0,9.0,3.5
272.0,239.0,2.5
1343.0,2.0,3.0
1027.0,236.0,4.0
601.0,255.0,3.0
249.0,248.0,3.5
1464.0,216.0,4.0
1081.0,257.0,4.0
161.0,746.0,3.5
500.0,214.0,3.0
879.0,205.0,3.0
38.0,205.0,1.0
174.0,241.0,2.0
1283.0,215.0,3.5
102.0,7.0,3.5
588.0,672.0,4.0
410.0,257.0,2.5
161.0,70.0,3.5
428.0,17.0,4.0
1147.0,715.0,2.0
867.0,245.0,3.0
536.0,254.0,2.5
1505.0,497.0,4.0
823.0,9.0,3.5
1113.0,11.0,4.0
987.0,4.0,3.0
7.0,215.0,3.5
513.0,7.0,2.0
719.0,8.0,2.0
849.0,787.0,3.5
1452.0,2056.0,2.5
715.0,205.0,3.5
1508.0,11.0,3.5
1108.0,1.0,1.0
374.0,247.0,2.5
345.0,7.0,3.5
51.0,318.0,2.0
1386.0,5.0,3.0
1440.0,121.0,2.0
56.0,243.0,1.0
645.0,17.0,4.0
788.0,205.0,2.5
325.0,2.0,4.0
1439.0,216.0,4.0
1375.0,216.0,2.5
1165.0,4.0,4.0
1418.0,347.0,4.0
315.0,13.0,4.0
550.0,245.0,3.5
1366.0,257.0,1.5
1342.0,13.0,4.0
1187.0,489.0,2.5
467.0,239.0,2.5
640.0,1401.0,4.0
1288.0,596.0,3.5
386.0,84.0,2.0
632.0,539.0,4.0
177.0,207.0,0.5
302.0,250.0,2.5
517.0,8.0,3.0
439.0,205.0,2.5
272.0,347.0,3.0
319.0,246.0,1.5
1238.0,236.0,3.5
1274.0,234.0,4.0
396.0,7.0,4.0
202.0,253.0,3.0
1241.0,10.0,2.0
921.0,866.0,3.5
859.0,215.0,3.5
548.0,248.0,1.0
